County,State,Temp,YearRange
Bradley County,Arkansas,63.3,Lyme Cases 2002-2006
Calhoun County,Arkansas,63.0,Lyme Cases 2002-2006
Carroll County,Arkansas,57.8,Lyme Cases 2002-2006
Chicot County,Arkansas,64.2,Lyme Cases 2002-2006
Clark County,Arkansas,62.5,Lyme Cases 2002-2006
Clay County,Arkansas,59.6,Lyme Cases 2002-2006
Cleburne County,Arkansas,60.0,Lyme Cases 2002-2006
Cleveland County,Arkansas,62.9,Lyme Cases 2002-2006
Columbia County,Arkansas,63.7,Lyme Cases 2002-2006
Conway County,Arkansas,61.1,Lyme Cases 2002-2006
Craighead County,Arkansas,60.6,Lyme Cases 2002-2006
Crawford County,Arkansas,60.1,Lyme Cases 2002-2006
Crittenden County,Arkansas,62.2,Lyme Cases 2002-2006
Cross County,Arkansas,61.6,Lyme Cases 2002-2006
Dallas County,Arkansas,62.7,Lyme Cases 2002-2006
Desha County,Arkansas,63.2,Lyme Cases 2002-2006
Drew County,Arkansas,63.4,Lyme Cases 2002-2006
Faulkner County,Arkansas,61.4,Lyme Cases 2002-2006
Franklin County,Arkansas,60.0,Lyme Cases 2002-2006
Fulton County,Arkansas,58.0,Lyme Cases 2002-2006
Garland County,Arkansas,61.4,Lyme Cases 2002-2006
Grant County,Arkansas,62.7,Lyme Cases 2002-2006
Greene County,Arkansas,60.0,Lyme Cases 2002-2006
Hempstead County,Arkansas,63.0,Lyme Cases 2002-2006
Hot Spring County,Arkansas,62.3,Lyme Cases 2002-2006
Howard County,Arkansas,61.9,Lyme Cases 2002-2006
Independence County,Arkansas,60.0,Lyme Cases 2002-2006
Izard County,Arkansas,58.7,Lyme Cases 2002-2006
Jackson County,Arkansas,60.9,Lyme Cases 2002-2006
Jefferson County,Arkansas,62.8,Lyme Cases 2002-2006
Johnson County,Arkansas,59.3,Lyme Cases 2002-2006
Lafayette County,Arkansas,64.1,Lyme Cases 2002-2006
Lawrence County,Arkansas,59.8,Lyme Cases 2002-2006
Lee County,Arkansas,62.4,Lyme Cases 2002-2006
Lincoln County,Arkansas,63.0,Lyme Cases 2002-2006
Little River County,Arkansas,63.4,Lyme Cases 2002-2006
Logan County,Arkansas,60.9,Lyme Cases 2002-2006
Lonoke County,Arkansas,62.3,Lyme Cases 2002-2006
Madison County,Arkansas,57.3,Lyme Cases 2002-2006
Marion County,Arkansas,58.2,Lyme Cases 2002-2006
Miller County,Arkansas,64.3,Lyme Cases 2002-2006
Mississippi County,Arkansas,61.1,Lyme Cases 2002-2006
Monroe County,Arkansas,62.5,Lyme Cases 2002-2006
Montgomery County,Arkansas,60.7,Lyme Cases 2002-2006
Nevada County,Arkansas,63.0,Lyme Cases 2002-2006
Newton County,Arkansas,57.2,Lyme Cases 2002-2006
Ouachita County,Arkansas,63.2,Lyme Cases 2002-2006
Perry County,Arkansas,61.5,Lyme Cases 2002-2006
Phillips County,Arkansas,62.8,Lyme Cases 2002-2006
Pike County,Arkansas,61.7,Lyme Cases 2002-2006
Poinsett County,Arkansas,61.2,Lyme Cases 2002-2006
Polk County,Arkansas,60.1,Lyme Cases 2002-2006
Pope County,Arkansas,59.9,Lyme Cases 2002-2006
Prairie County,Arkansas,62.3,Lyme Cases 2002-2006
Pulaski County,Arkansas,62.2,Lyme Cases 2002-2006
Randolph County,Arkansas,58.9,Lyme Cases 2002-2006
St. Francis County,Arkansas,62.0,Lyme Cases 2002-2006
Saline County,Arkansas,61.8,Lyme Cases 2002-2006
Scott County,Arkansas,60.6,Lyme Cases 2002-2006
Searcy County,Arkansas,58.0,Lyme Cases 2002-2006
Sebastian County,Arkansas,61.2,Lyme Cases 2002-2006
Sevier County,Arkansas,62.4,Lyme Cases 2002-2006
Sharp County,Arkansas,58.6,Lyme Cases 2002-2006
Stone County,Arkansas,58.8,Lyme Cases 2002-2006
Union County,Arkansas,63.6,Lyme Cases 2002-2006
Van Buren County,Arkansas,59.2,Lyme Cases 2002-2006
Washington County,Arkansas,58.0,Lyme Cases 2002-2006
White County,Arkansas,61.3,Lyme Cases 2002-2006
Woodruff County,Arkansas,61.7,Lyme Cases 2002-2006
Yell County,Arkansas,61.3,Lyme Cases 2002-2006
Alameda County,California,59.4,Lyme Cases 2002-2006
Alpine County,California,44.4,Lyme Cases 2002-2006
Amador County,California,58.1,Lyme Cases 2002-2006
Butte County,California,60.0,Lyme Cases 2002-2006
Calaveras County,California,58.5,Lyme Cases 2002-2006
Colusa County,California,61.5,Lyme Cases 2002-2006
Contra Costa County,California,60.2,Lyme Cases 2002-2006
Del Norte County,California,52.8,Lyme Cases 2002-2006
El Dorado County,California,54.3,Lyme Cases 2002-2006
Fresno County,California,56.0,Lyme Cases 2002-2006
Glenn County,California,60.3,Lyme Cases 2002-2006
Humboldt County,California,54.6,Lyme Cases 2002-2006
Imperial County,California,74.1,Lyme Cases 2002-2006
Inyo County,California,61.4,Lyme Cases 2002-2006
Kern County,California,62.3,Lyme Cases 2002-2006
Kings County,California,64.1,Lyme Cases 2002-2006
Lake County,California,57.3,Lyme Cases 2002-2006
Lassen County,California,47.6,Lyme Cases 2002-2006
Los Angeles County,California,61.7,Lyme Cases 2002-2006
Madera County,California,56.6,Lyme Cases 2002-2006
Marin County,California,56.2,Lyme Cases 2002-2006
Mariposa County,California,55.7,Lyme Cases 2002-2006
Mendocino County,California,55.6,Lyme Cases 2002-2006
Merced County,California,62.6,Lyme Cases 2002-2006
Modoc County,California,47.4,Lyme Cases 2002-2006
Mono County,California,44.6,Lyme Cases 2002-2006
Monterey County,California,58.8,Lyme Cases 2002-2006
Napa County,California,59.7,Lyme Cases 2002-2006
Nevada County,California,52.6,Lyme Cases 2002-2006
Orange County,California,63.9,Lyme Cases 2002-2006
Placer County,California,54.0,Lyme Cases 2002-2006
Plumas County,California,48.1,Lyme Cases 2002-2006
Riverside County,California,68.5,Lyme Cases 2002-2006
Sacramento County,California,62.3,Lyme Cases 2002-2006
San Benito County,California,59.2,Lyme Cases 2002-2006
San Bernardino County,California,66.9,Lyme Cases 2002-2006
San Diego County,California,62.9,Lyme Cases 2002-2006
San Francisco County,California,57.2,Lyme Cases 2002-2006
San Joaquin County,California,62.2,Lyme Cases 2002-2006
San Luis Obispo County,California,59.5,Lyme Cases 2002-2006
San Mateo County,California,57.0,Lyme Cases 2002-2006
Santa Barbara County,California,58.3,Lyme Cases 2002-2006
Santa Clara County,California,58.6,Lyme Cases 2002-2006
Santa Cruz County,California,57.1,Lyme Cases 2002-2006
Shasta County,California,55.6,Lyme Cases 2002-2006
Sierra County,California,47.7,Lyme Cases 2002-2006
Siskiyou County,California,49.5,Lyme Cases 2002-2006
Solano County,California,61.3,Lyme Cases 2002-2006
Sonoma County,California,57.3,Lyme Cases 2002-2006
Stanislaus County,California,61.8,Lyme Cases 2002-2006
Sutter County,California,63.1,Lyme Cases 2002-2006
Tehama County,California,58.8,Lyme Cases 2002-2006
Trinity County,California,52.9,Lyme Cases 2002-2006
Tulare County,California,55.0,Lyme Cases 2002-2006
Tuolumne County,California,50.5,Lyme Cases 2002-2006
Ventura County,California,58.0,Lyme Cases 2002-2006
Yolo County,California,62.3,Lyme Cases 2002-2006
Yuba County,California,60.9,Lyme Cases 2002-2006
Adams County,Colorado,50.5,Lyme Cases 2002-2006
Alamosa County,Colorado,43.7,Lyme Cases 2002-2006
Arapahoe County,Colorado,50.0,Lyme Cases 2002-2006
Archuleta County,Colorado,44.2,Lyme Cases 2002-2006
Baca County,Colorado,54.7,Lyme Cases 2002-2006
Bent County,Colorado,54.7,Lyme Cases 2002-2006
Boulder County,Colorado,45.5,Lyme Cases 2002-2006
Broomfield County,Colorado,51.5,Lyme Cases 2002-2006
Chaffee County,Colorado,38.7,Lyme Cases 2002-2006
Cheyenne County,Colorado,52.7,Lyme Cases 2002-2006
Clear Creek County,Colorado,37.9,Lyme Cases 2002-2006
Conejos County,Colorado,41.0,Lyme Cases 2002-2006
Costilla County,Colorado,42.7,Lyme Cases 2002-2006
Crowley County,Colorado,53.1,Lyme Cases 2002-2006
Custer County,Colorado,42.3,Lyme Cases 2002-2006
Delta County,Colorado,47.8,Lyme Cases 2002-2006
Denver County,Colorado,51.5,Lyme Cases 2002-2006
Dolores County,Colorado,44.0,Lyme Cases 2002-2006
Douglas County,Colorado,47.8,Lyme Cases 2002-2006
Eagle County,Colorado,40.0,Lyme Cases 2002-2006
Elbert County,Colorado,48.4,Lyme Cases 2002-2006
El Paso County,Colorado,48.7,Lyme Cases 2002-2006
Fremont County,Colorado,46.4,Lyme Cases 2002-2006
Garfield County,Colorado,44.3,Lyme Cases 2002-2006
Gilpin County,Colorado,40.0,Lyme Cases 2002-2006
Grand County,Colorado,37.8,Lyme Cases 2002-2006
Gunnison County,Colorado,39.0,Lyme Cases 2002-2006
Hinsdale County,Colorado,36.3,Lyme Cases 2002-2006
Huerfano County,Colorado,47.7,Lyme Cases 2002-2006
Jackson County,Colorado,37.4,Lyme Cases 2002-2006
Jefferson County,Colorado,47.1,Lyme Cases 2002-2006
Kiowa County,Colorado,53.6,Lyme Cases 2002-2006
Kit Carson County,Colorado,52.0,Lyme Cases 2002-2006
Lake County,Colorado,35.1,Lyme Cases 2002-2006
La Plata County,Colorado,45.5,Lyme Cases 2002-2006
Larimer County,Colorado,43.0,Lyme Cases 2002-2006
Las Animas County,Colorado,51.9,Lyme Cases 2002-2006
Lincoln County,Colorado,50.8,Lyme Cases 2002-2006
Logan County,Colorado,51.1,Lyme Cases 2002-2006
Mesa County,Colorado,48.5,Lyme Cases 2002-2006
Mineral County,Colorado,37.0,Lyme Cases 2002-2006
Moffat County,Colorado,44.9,Lyme Cases 2002-2006
Montezuma County,Colorado,49.3,Lyme Cases 2002-2006
Montrose County,Colorado,48.5,Lyme Cases 2002-2006
Morgan County,Colorado,50.5,Lyme Cases 2002-2006
Otero County,Colorado,54.5,Lyme Cases 2002-2006
Ouray County,Colorado,42.3,Lyme Cases 2002-2006
Park County,Colorado,38.9,Lyme Cases 2002-2006
Phillips County,Colorado,51.3,Lyme Cases 2002-2006
Pitkin County,Colorado,38.5,Lyme Cases 2002-2006
Prowers County,Colorado,54.8,Lyme Cases 2002-2006
Pueblo County,Colorado,53.1,Lyme Cases 2002-2006
Rio Blanco County,Colorado,45.1,Lyme Cases 2002-2006
Rio Grande County,Colorado,40.1,Lyme Cases 2002-2006
Routt County,Colorado,40.4,Lyme Cases 2002-2006
Saguache County,Colorado,40.1,Lyme Cases 2002-2006
San Juan County,Colorado,35.5,Lyme Cases 2002-2006
San Miguel County,Colorado,45.6,Lyme Cases 2002-2006
Sedgwick County,Colorado,51.1,Lyme Cases 2002-2006
Summit County,Colorado,36.0,Lyme Cases 2002-2006
Teller County,Colorado,41.0,Lyme Cases 2002-2006
Washington County,Colorado,51.1,Lyme Cases 2002-2006
Weld County,Colorado,49.8,Lyme Cases 2002-2006
Yuma County,Colorado,52.3,Lyme Cases 2002-2006
Fairfield County,Connecticut,51.0,Lyme Cases 2002-2006
Hartford County,Connecticut,49.9,Lyme Cases 2002-2006
Litchfield County,Connecticut,47.6,Lyme Cases 2002-2006
Middlesex County,Connecticut,50.3,Lyme Cases 2002-2006
New Haven County,Connecticut,50.2,Lyme Cases 2002-2006
New London County,Connecticut,50.3,Lyme Cases 2002-2006
Tolland County,Connecticut,49.0,Lyme Cases 2002-2006
Windham County,Connecticut,49.1,Lyme Cases 2002-2006
Kent County,Delaware,55.9,Lyme Cases 2002-2006
New Castle County,Delaware,55.1,Lyme Cases 2002-2006
Sussex County,Delaware,56.6,Lyme Cases 2002-2006
Alachua County,Florida,69.3,Lyme Cases 2002-2006
Baker County,Florida,68.2,Lyme Cases 2002-2006
Bay County,Florida,67.9,Lyme Cases 2002-2006
Bradford County,Florida,68.9,Lyme Cases 2002-2006
Brevard County,Florida,72.7,Lyme Cases 2002-2006
Broward County,Florida,75.6,Lyme Cases 2002-2006
Calhoun County,Florida,67.3,Lyme Cases 2002-2006
Charlotte County,Florida,73.6,Lyme Cases 2002-2006
Citrus County,Florida,70.6,Lyme Cases 2002-2006
Clay County,Florida,69.3,Lyme Cases 2002-2006
Collier County,Florida,75.2,Lyme Cases 2002-2006
Columbia County,Florida,68.2,Lyme Cases 2002-2006
DeSoto County,Florida,72.8,Lyme Cases 2002-2006
Dixie County,Florida,68.7,Lyme Cases 2002-2006
Duval County,Florida,69.0,Lyme Cases 2002-2006
Escambia County,Florida,67.3,Lyme Cases 2002-2006
Flagler County,Florida,70.5,Lyme Cases 2002-2006
Franklin County,Florida,68.0,Lyme Cases 2002-2006
Gadsden County,Florida,67.0,Lyme Cases 2002-2006
Gilchrist County,Florida,68.7,Lyme Cases 2002-2006
Glades County,Florida,73.5,Lyme Cases 2002-2006
Gulf County,Florida,67.7,Lyme Cases 2002-2006
Hamilton County,Florida,67.5,Lyme Cases 2002-2006
Hardee County,Florida,72.5,Lyme Cases 2002-2006
Hendry County,Florida,74.4,Lyme Cases 2002-2006
Hernando County,Florida,70.9,Lyme Cases 2002-2006
Highlands County,Florida,72.9,Lyme Cases 2002-2006
Hillsborough County,Florida,72.4,Lyme Cases 2002-2006
Holmes County,Florida,66.9,Lyme Cases 2002-2006
Indian River County,Florida,72.6,Lyme Cases 2002-2006
Jackson County,Florida,67.3,Lyme Cases 2002-2006
Jefferson County,Florida,67.4,Lyme Cases 2002-2006
Lafayette County,Florida,68.1,Lyme Cases 2002-2006
Lake County,Florida,71.4,Lyme Cases 2002-2006
Lee County,Florida,74.4,Lyme Cases 2002-2006
Leon County,Florida,67.4,Lyme Cases 2002-2006
Levy County,Florida,69.5,Lyme Cases 2002-2006
Liberty County,Florida,67.3,Lyme Cases 2002-2006
Madison County,Florida,67.3,Lyme Cases 2002-2006
Manatee County,Florida,72.7,Lyme Cases 2002-2006
Marion County,Florida,70.4,Lyme Cases 2002-2006
Martin County,Florida,74.0,Lyme Cases 2002-2006
Miami-Dade County,Florida,75.8,Lyme Cases 2002-2006
Monroe County,Florida,76.3,Lyme Cases 2002-2006
Nassau County,Florida,68.4,Lyme Cases 2002-2006
Okaloosa County,Florida,66.7,Lyme Cases 2002-2006
Okeechobee County,Florida,72.9,Lyme Cases 2002-2006
Orange County,Florida,72.3,Lyme Cases 2002-2006
Osceola County,Florida,72.6,Lyme Cases 2002-2006
Palm Beach County,Florida,74.8,Lyme Cases 2002-2006
Pasco County,Florida,71.4,Lyme Cases 2002-2006
Pinellas County,Florida,72.9,Lyme Cases 2002-2006
Polk County,Florida,72.6,Lyme Cases 2002-2006
Putnam County,Florida,70.0,Lyme Cases 2002-2006
St. Johns County,Florida,69.7,Lyme Cases 2002-2006
St. Lucie County,Florida,73.3,Lyme Cases 2002-2006
Santa Rosa County,Florida,67.1,Lyme Cases 2002-2006
Sarasota County,Florida,73.3,Lyme Cases 2002-2006
Seminole County,Florida,72.3,Lyme Cases 2002-2006
Sumter County,Florida,70.9,Lyme Cases 2002-2006
Suwannee County,Florida,68.0,Lyme Cases 2002-2006
Taylor County,Florida,68.0,Lyme Cases 2002-2006
Union County,Florida,68.6,Lyme Cases 2002-2006
Volusia County,Florida,71.6,Lyme Cases 2002-2006
Wakulla County,Florida,67.8,Lyme Cases 2002-2006
Walton County,Florida,66.8,Lyme Cases 2002-2006
Washington County,Florida,67.3,Lyme Cases 2002-2006
Appling County,Georgia,66.5,Lyme Cases 2002-2006
Atkinson County,Georgia,66.4,Lyme Cases 2002-2006
Bacon County,Georgia,66.6,Lyme Cases 2002-2006
Baker County,Georgia,66.5,Lyme Cases 2002-2006
Baldwin County,Georgia,63.7,Lyme Cases 2002-2006
Banks County,Georgia,60.9,Lyme Cases 2002-2006
Barrow County,Georgia,61.0,Lyme Cases 2002-2006
Bartow County,Georgia,61.0,Lyme Cases 2002-2006
Ben Hill County,Georgia,65.9,Lyme Cases 2002-2006
Berrien County,Georgia,66.2,Lyme Cases 2002-2006
Bibb County,Georgia,63.8,Lyme Cases 2002-2006
Bleckley County,Georgia,64.9,Lyme Cases 2002-2006
Brantley County,Georgia,66.9,Lyme Cases 2002-2006
Brooks County,Georgia,66.5,Lyme Cases 2002-2006
Bryan County,Georgia,66.7,Lyme Cases 2002-2006
Bulloch County,Georgia,65.8,Lyme Cases 2002-2006
Burke County,Georgia,64.3,Lyme Cases 2002-2006
Butts County,Georgia,62.3,Lyme Cases 2002-2006
Calhoun County,Georgia,66.0,Lyme Cases 2002-2006
Camden County,Georgia,67.9,Lyme Cases 2002-2006
Candler County,Georgia,65.7,Lyme Cases 2002-2006
Carroll County,Georgia,60.7,Lyme Cases 2002-2006
Catoosa County,Georgia,60.1,Lyme Cases 2002-2006
Charlton County,Georgia,67.8,Lyme Cases 2002-2006
Chatham County,Georgia,66.8,Lyme Cases 2002-2006
Chattahoochee County,Georgia,64.7,Lyme Cases 2002-2006
Chattooga County,Georgia,60.5,Lyme Cases 2002-2006
Cherokee County,Georgia,60.3,Lyme Cases 2002-2006
Clarke County,Georgia,61.5,Lyme Cases 2002-2006
Clay County,Georgia,65.6,Lyme Cases 2002-2006
Clayton County,Georgia,61.7,Lyme Cases 2002-2006
Clinch County,Georgia,67.1,Lyme Cases 2002-2006
Cobb County,Georgia,61.0,Lyme Cases 2002-2006
Coffee County,Georgia,66.2,Lyme Cases 2002-2006
Colquitt County,Georgia,66.1,Lyme Cases 2002-2006
Columbia County,Georgia,63.4,Lyme Cases 2002-2006
Cook County,Georgia,66.2,Lyme Cases 2002-2006
Coweta County,Georgia,61.7,Lyme Cases 2002-2006
Crawford County,Georgia,63.7,Lyme Cases 2002-2006
Crisp County,Georgia,65.2,Lyme Cases 2002-2006
Dade County,Georgia,59.1,Lyme Cases 2002-2006
Dawson County,Georgia,58.9,Lyme Cases 2002-2006
Decatur County,Georgia,66.8,Lyme Cases 2002-2006
DeKalb County,Georgia,61.3,Lyme Cases 2002-2006
Dodge County,Georgia,65.2,Lyme Cases 2002-2006
Dooly County,Georgia,64.8,Lyme Cases 2002-2006
Dougherty County,Georgia,66.4,Lyme Cases 2002-2006
Douglas County,Georgia,61.0,Lyme Cases 2002-2006
Early County,Georgia,66.3,Lyme Cases 2002-2006
Echols County,Georgia,67.2,Lyme Cases 2002-2006
Effingham County,Georgia,65.9,Lyme Cases 2002-2006
Elbert County,Georgia,61.4,Lyme Cases 2002-2006
Emanuel County,Georgia,65.1,Lyme Cases 2002-2006
Evans County,Georgia,66.2,Lyme Cases 2002-2006
Fannin County,Georgia,56.6,Lyme Cases 2002-2006
Fayette County,Georgia,61.8,Lyme Cases 2002-2006
Floyd County,Georgia,61.1,Lyme Cases 2002-2006
Forsyth County,Georgia,59.9,Lyme Cases 2002-2006
Franklin County,Georgia,61.1,Lyme Cases 2002-2006
Fulton County,Georgia,61.1,Lyme Cases 2002-2006
Gilmer County,Georgia,57.5,Lyme Cases 2002-2006
Glascock County,Georgia,63.4,Lyme Cases 2002-2006
Glynn County,Georgia,67.7,Lyme Cases 2002-2006
Gordon County,Georgia,60.8,Lyme Cases 2002-2006
Grady County,Georgia,66.7,Lyme Cases 2002-2006
Greene County,Georgia,62.2,Lyme Cases 2002-2006
Gwinnett County,Georgia,60.7,Lyme Cases 2002-2006
Habersham County,Georgia,59.1,Lyme Cases 2002-2006
Hall County,Georgia,60.1,Lyme Cases 2002-2006
Hancock County,Georgia,63.1,Lyme Cases 2002-2006
Haralson County,Georgia,60.0,Lyme Cases 2002-2006
Harris County,Georgia,63.1,Lyme Cases 2002-2006
Hart County,Georgia,61.0,Lyme Cases 2002-2006
Heard County,Georgia,61.8,Lyme Cases 2002-2006
Henry County,Georgia,62.0,Lyme Cases 2002-2006
Houston County,Georgia,64.6,Lyme Cases 2002-2006
Irwin County,Georgia,65.9,Lyme Cases 2002-2006
Jackson County,Georgia,61.1,Lyme Cases 2002-2006
Jasper County,Georgia,62.4,Lyme Cases 2002-2006
Jeff Davis County,Georgia,66.1,Lyme Cases 2002-2006
Jefferson County,Georgia,64.0,Lyme Cases 2002-2006
Jenkins County,Georgia,64.9,Lyme Cases 2002-2006
Johnson County,Georgia,64.6,Lyme Cases 2002-2006
Jones County,Georgia,63.2,Lyme Cases 2002-2006
Lamar County,Georgia,62.5,Lyme Cases 2002-2006
Lanier County,Georgia,66.4,Lyme Cases 2002-2006
Laurens County,Georgia,65.0,Lyme Cases 2002-2006
Lee County,Georgia,65.7,Lyme Cases 2002-2006
Liberty County,Georgia,67.0,Lyme Cases 2002-2006
Lincoln County,Georgia,62.7,Lyme Cases 2002-2006
Long County,Georgia,66.9,Lyme Cases 2002-2006
Lowndes County,Georgia,66.6,Lyme Cases 2002-2006
Lumpkin County,Georgia,58.0,Lyme Cases 2002-2006
McDuffie County,Georgia,63.0,Lyme Cases 2002-2006
McIntosh County,Georgia,67.5,Lyme Cases 2002-2006
Macon County,Georgia,64.3,Lyme Cases 2002-2006
Madison County,Georgia,61.0,Lyme Cases 2002-2006
Marion County,Georgia,64.1,Lyme Cases 2002-2006
Meriwether County,Georgia,62.2,Lyme Cases 2002-2006
Miller County,Georgia,66.5,Lyme Cases 2002-2006
Mitchell County,Georgia,66.5,Lyme Cases 2002-2006
Monroe County,Georgia,62.9,Lyme Cases 2002-2006
Montgomery County,Georgia,65.8,Lyme Cases 2002-2006
Morgan County,Georgia,62.1,Lyme Cases 2002-2006
Murray County,Georgia,59.6,Lyme Cases 2002-2006
Muscogee County,Georgia,64.5,Lyme Cases 2002-2006
Newton County,Georgia,61.8,Lyme Cases 2002-2006
Oconee County,Georgia,61.7,Lyme Cases 2002-2006
Oglethorpe County,Georgia,61.6,Lyme Cases 2002-2006
Paulding County,Georgia,60.7,Lyme Cases 2002-2006
Peach County,Georgia,64.0,Lyme Cases 2002-2006
Pickens County,Georgia,59.1,Lyme Cases 2002-2006
Pierce County,Georgia,66.9,Lyme Cases 2002-2006
Pike County,Georgia,62.3,Lyme Cases 2002-2006
Polk County,Georgia,60.7,Lyme Cases 2002-2006
Pulaski County,Georgia,65.2,Lyme Cases 2002-2006
Putnam County,Georgia,62.7,Lyme Cases 2002-2006
Quitman County,Georgia,65.2,Lyme Cases 2002-2006
Rabun County,Georgia,56.9,Lyme Cases 2002-2006
Randolph County,Georgia,65.2,Lyme Cases 2002-2006
Richmond County,Georgia,64.0,Lyme Cases 2002-2006
Rockdale County,Georgia,61.6,Lyme Cases 2002-2006
Schley County,Georgia,64.2,Lyme Cases 2002-2006
Screven County,Georgia,65.1,Lyme Cases 2002-2006
Seminole County,Georgia,66.9,Lyme Cases 2002-2006
Spalding County,Georgia,62.3,Lyme Cases 2002-2006
Stephens County,Georgia,60.9,Lyme Cases 2002-2006
Stewart County,Georgia,64.8,Lyme Cases 2002-2006
Sumter County,Georgia,64.8,Lyme Cases 2002-2006
Talbot County,Georgia,63.3,Lyme Cases 2002-2006
Taliaferro County,Georgia,62.3,Lyme Cases 2002-2006
Tattnall County,Georgia,66.4,Lyme Cases 2002-2006
Taylor County,Georgia,63.7,Lyme Cases 2002-2006
Telfair County,Georgia,65.9,Lyme Cases 2002-2006
Terrell County,Georgia,65.5,Lyme Cases 2002-2006
Thomas County,Georgia,66.6,Lyme Cases 2002-2006
Tift County,Georgia,65.8,Lyme Cases 2002-2006
Toombs County,Georgia,66.1,Lyme Cases 2002-2006
Towns County,Georgia,56.0,Lyme Cases 2002-2006
Treutlen County,Georgia,65.3,Lyme Cases 2002-2006
Troup County,Georgia,62.4,Lyme Cases 2002-2006
Turner County,Georgia,65.4,Lyme Cases 2002-2006
Twiggs County,Georgia,64.4,Lyme Cases 2002-2006
Union County,Georgia,56.2,Lyme Cases 2002-2006
Upson County,Georgia,63.0,Lyme Cases 2002-2006
Walker County,Georgia,59.7,Lyme Cases 2002-2006
Walton County,Georgia,61.4,Lyme Cases 2002-2006
Ware County,Georgia,67.2,Lyme Cases 2002-2006
Warren County,Georgia,62.8,Lyme Cases 2002-2006
Washington County,Georgia,64.1,Lyme Cases 2002-2006
Wayne County,Georgia,66.8,Lyme Cases 2002-2006
Webster County,Georgia,64.7,Lyme Cases 2002-2006
Wheeler County,Georgia,65.8,Lyme Cases 2002-2006
White County,Georgia,58.2,Lyme Cases 2002-2006
Whitfield County,Georgia,60.2,Lyme Cases 2002-2006
Wilcox County,Georgia,65.4,Lyme Cases 2002-2006
Wilkes County,Georgia,62.1,Lyme Cases 2002-2006
Wilkinson County,Georgia,64.4,Lyme Cases 2002-2006
Worth County,Georgia,65.8,Lyme Cases 2002-2006
Ada County,Idaho,52.3,Lyme Cases 2002-2006
Adams County,Idaho,44.2,Lyme Cases 2002-2006
Bannock County,Idaho,45.3,Lyme Cases 2002-2006
Bear Lake County,Idaho,40.9,Lyme Cases 2002-2006
Benewah County,Idaho,46.1,Lyme Cases 2002-2006
Bingham County,Idaho,44.7,Lyme Cases 2002-2006
Blaine County,Idaho,42.7,Lyme Cases 2002-2006
Boise County,Idaho,44.2,Lyme Cases 2002-2006
Bonner County,Idaho,43.9,Lyme Cases 2002-2006
Bonneville County,Idaho,42.3,Lyme Cases 2002-2006
Boundary County,Idaho,41.5,Lyme Cases 2002-2006
Butte County,Idaho,41.9,Lyme Cases 2002-2006
Camas County,Idaho,41.8,Lyme Cases 2002-2006
Canyon County,Idaho,52.7,Lyme Cases 2002-2006
Caribou County,Idaho,42.4,Lyme Cases 2002-2006
Cassia County,Idaho,46.7,Lyme Cases 2002-2006
Clark County,Idaho,40.5,Lyme Cases 2002-2006
Clearwater County,Idaho,44.2,Lyme Cases 2002-2006
Custer County,Idaho,38.8,Lyme Cases 2002-2006
Elmore County,Idaho,47.5,Lyme Cases 2002-2006
Franklin County,Idaho,44.6,Lyme Cases 2002-2006
Fremont County,Idaho,40.0,Lyme Cases 2002-2006
Gem County,Idaho,49.8,Lyme Cases 2002-2006
Gooding County,Idaho,48.9,Lyme Cases 2002-2006
Idaho County,Idaho,42.4,Lyme Cases 2002-2006
Jefferson County,Idaho,43.6,Lyme Cases 2002-2006
Jerome County,Idaho,49.1,Lyme Cases 2002-2006
Kootenai County,Idaho,46.1,Lyme Cases 2002-2006
Latah County,Idaho,46.8,Lyme Cases 2002-2006
Lemhi County,Idaho,39.9,Lyme Cases 2002-2006
Lewis County,Idaho,46.2,Lyme Cases 2002-2006
Lincoln County,Idaho,46.8,Lyme Cases 2002-2006
Madison County,Idaho,43.0,Lyme Cases 2002-2006
Minidoka County,Idaho,47.0,Lyme Cases 2002-2006
Nez Perce County,Idaho,49.4,Lyme Cases 2002-2006
Oneida County,Idaho,46.4,Lyme Cases 2002-2006
Owyhee County,Idaho,48.2,Lyme Cases 2002-2006
Payette County,Idaho,52.0,Lyme Cases 2002-2006
Power County,Idaho,45.9,Lyme Cases 2002-2006
Shoshone County,Idaho,43.1,Lyme Cases 2002-2006
Teton County,Idaho,40.1,Lyme Cases 2002-2006
Twin Falls County,Idaho,48.3,Lyme Cases 2002-2006
Valley County,Idaho,39.8,Lyme Cases 2002-2006
Washington County,Idaho,48.5,Lyme Cases 2002-2006
Adams County,Illinois,53.5,Lyme Cases 2002-2006
Alexander County,Illinois,58.0,Lyme Cases 2002-2006
Bond County,Illinois,55.3,Lyme Cases 2002-2006
Boone County,Illinois,49.1,Lyme Cases 2002-2006
Brown County,Illinois,53.4,Lyme Cases 2002-2006
Bureau County,Illinois,50.8,Lyme Cases 2002-2006
Calhoun County,Illinois,55.2,Lyme Cases 2002-2006
Carroll County,Illinois,49.9,Lyme Cases 2002-2006
Cass County,Illinois,53.6,Lyme Cases 2002-2006
Champaign County,Illinois,52.5,Lyme Cases 2002-2006
Christian County,Illinois,53.9,Lyme Cases 2002-2006
Clark County,Illinois,54.2,Lyme Cases 2002-2006
Clay County,Illinois,55.3,Lyme Cases 2002-2006
Clinton County,Illinois,55.8,Lyme Cases 2002-2006
